RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,Alpha-3 code
251,Maldives,F,Education,Secondary,... if she neglects the children,42370,18.1,MDV
321,Maldives,F,Education,Higher,... if she refuses to have sex with him,42370,7.4,MDV
321,Maldives,F,Education,No education,... if she refuses to have sex with him,42370,13.3,MDV
321,Maldives,F,Education,Primary,... if she refuses to have sex with him,42370,12.7,MDV
321,Maldives,F,Education,Secondary,... if she refuses to have sex with him,42370,9.9,MDV
391,Maldives,F,Employment,Employed for cash,... for at least one specific reason,42370,23.2,MDV
391,Maldives,F,Employment,Employed for kind,... for at least one specific reason,42370,27.6,MDV
391,Maldives,F,Employment,Unemployed,... for at least one specific reason,42370,20.8,MDV
111,Maldives,F,Employment,Employed for cash,... if she argues with him,42370,,MDV
111,Maldives,F,Employment,Employed for kind,... if she argues with him,42370,,MDV
111,Maldives,F,Employment,Unemployed,... if she argues with him,42370,,MDV
41,Maldives,F,Employment,Employed for cash,... if she burns the food,42370,,MDV
41,Maldives,F,Employment,Employed for kind,... if she burns the food,42370,,MDV
41,Maldives,F,Employment,Unemployed,... if she burns the food,42370,,MDV
181,Maldives,F,Employment,Employed for cash,... if she goes out without telling him,42370,4.5,MDV
181,Maldives,F,Employment,Employed for kind,... if she goes out without telling him,42370,5.1,MDV
181,Maldives,F,Employment,Unemployed,... if she goes out without telling him,42370,4.7,MDV
251,Maldives,F,Employment,Employed for cash,... if she neglects the children,42370,17.3,MDV
251,Maldives,F,Employment,Employed for kind,... if she neglects the children,42370,14.3,MDV
251,Maldives,F,Employment,Unemployed,... if she neglects the children,42370,14.8,MDV
321,Maldives,F,Employment,Employed for cash,... if she refuses to have sex with him,42370,10.2,MDV
321,Maldives,F,Employment,Employed for kind,... if she refuses to have sex with him,42370,16.7,MDV
321,Maldives,F,Employment,Unemployed,... if she refuses to have sex with him,42370,9.9,MDV
391,Maldives,F,Marital status,Married or living together,... for at least one specific reason,42370,20.7,MDV
391,Maldives,F,Marital status,Never married,... for at least one specific reason,42370,26.7,MDV
391,Maldives,F,Marital status,Widowed, divorced, separated,... for at least one specific reason,42370,19.7,MDV
111,Maldives,F,Marital status,Married or living together,... if she argues with him,42370,,MDV
111,Maldives,F,Marital status,Never married,... if she argues with him,42370,,MDV
111,Maldives,F,Marital status,Widowed, divorced, separated,... if she argues with him,42370,,MDV
41,Maldives,F,Marital status,Married or living together,... if she burns the food,42370,,MDV
41,Maldives,F,Marital status,Never married,... if she burns the food,42370,,MDV
41,Maldives,F,Marital status,Widowed, divorced, separated,... if she burns the food,42370,,MDV
181,Maldives,F,Marital status,Married or living together,... if she goes out without telling him,42370,4.8,MDV
181,Maldives,F,Marital status,Never married,... if she goes out without telling him,42370,3.6,MDV
181,Maldives,F,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42370,5.8,MDV
251,Maldives,F,Marital status,Married or living together,... if she neglects the children,42370,15,MDV
251,Maldives,F,Marital status,Never married,... if she neglects the children,42370,19.8,MDV
251,Maldives,F,Marital status,Widowed, divorced, separated,... if she neglects the children,42370,13.4,MDV
321,Maldives,F,Marital status,Married or living together,... if she refuses to have sex with him,42370,10.3,MDV
321,Maldives,F,Marital status,Never married,... if she refuses to have sex with him,42370,9.7,MDV
321,Maldives,F,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,42370,10.4,MDV
391,Maldives,F,Residence,Rural,... for at least one specific reason,42370,21.1,MDV
391,Maldives,F,Residence,Urban,... for at least one specific reason,42370,23,MDV
111,Maldives,F,Residence,Rural,... if she argues with him,42370,,MDV
111,Maldives,F,Residence,Urban,... if she argues with him,42370,,MDV
41,Maldives,F,Residence,Rural,... if she burns the food,42370,,MDV
41,Maldives,F,Residence,Urban,... if she burns the food,42370,,MDV
181,Maldives,F,Residence,Rural,... if she goes out without telling him,42370,5.2,MDV
181,Maldives,F,Residence,Urban,... if she goes out without telling him,42370,3.9,MDV
251,Maldives,F,Residence,Rural,... if she neglects the children,42370,14.8,MDV
251,Maldives,F,Residence,Urban,... if she neglects the children,42370,17.4,MDV
321,Maldives,F,Residence,Rural,... if she refuses to have sex with him,42370,10.7,MDV
321,Maldives,F,Residence,Urban,... if she refuses to have sex with him,42370,9.4,MDV
391,Maldives,M,Age,15-24,... for at least one specific reason,42370,24.9,MDV
391,Maldives,M,Age,25-34,... for at least one specific reason,42370,15.9,MDV
391,Maldives,M,Age,35-49,... for at least one specific reason,42370,12.2,MDV
111,Maldives,M,Age,15-24,... if she argues with him,42370,,MDV
111,Maldives,M,Age,25-34,... if she argues with him,42370,,MDV
111,Maldives,M,Age,35-49,... if she argues with him,42370,,MDV
41,Maldives,M,Age,15-24,... if she burns the food,42370,,MDV
41,Maldives,M,Age,25-34,... if she burns the food,42370,,MDV
41,Maldives,M,Age,35-49,... if she burns the food,42370,,MDV
181,Maldives,M,Age,15-24,... if she goes out without telling him,42370,4.1,MDV
181,Maldives,M,Age,25-34,... if she goes out without telling him,42370,1.6,MDV
181,Maldives,M,Age,35-49,... if she goes out without telling him,42370,2,MDV
251,Maldives,M,Age,15-24,... if she neglects the children,42370,19.5,MDV
251,Maldives,M,Age,25-34,... if she neglects the children,42370,13.2,MDV
251,Maldives,M,Age,35-49,... if she neglects the children,42370,9.3,MDV
321,Maldives,M,Age,15-24,... if she refuses to have sex with him,42370,6.7,MDV
321,Maldives,M,Age,25-34,... if she refuses to have sex with him,42370,4.2,MDV
321,Maldives,M,Age,35-49,... if she refuses to have sex with him,42370,3.4,MDV
391,Maldives,M,Education,Higher,... for at least one specific reason,42370,9.6,MDV
391,Maldives,M,Education,No education,... for at least one specific reason,42370,10.9,MDV
391,Maldives,M,Education,Primary,... for at least one specific reason,42370,16.5,MDV
391,Maldives,M,Education,Secondary,... for at least one specific reason,42370,21.2,MDV
111,Maldives,M,Education,Higher,... if she argues with him,42370,,MDV
111,Maldives,M,Education,No education,... if she argues with him,42370,,MDV
111,Maldives,M,Education,Primary,... if she argues with him,42370,,MDV
111,Maldives,M,Education,Secondary,... if she argues with him,42370,,MDV
41,Maldives,M,Education,Higher,... if she burns the food,42370,,MDV
41,Maldives,M,Education,No education,... if she burns the food,42370,,MDV
41,Maldives,M,Education,Primary,... if she burns the food,42370,,MDV
41,Maldives,M,Education,Secondary,... if she burns the food,42370,,MDV
181,Maldives,M,Education,Higher,... if she goes out without telling him,42370,1.5,MDV
181,Maldives,M,Education,No education,... if she goes out without telling him,42370,2.5,MDV
181,Maldives,M,Education,Primary,... if she goes out without telling him,42370,3.2,MDV
181,Maldives,M,Education,Secondary,... if she goes out without telling him,42370,2.7,MDV
251,Maldives,M,Education,Higher,... if she neglects the children,42370,7.4,MDV
251,Maldives,M,Education,No education,... if she neglects the children,42370,8.2,MDV
251,Maldives,M,Education,Primary,... if she neglects the children,42370,12.7,MDV
251,Maldives,M,Education,Secondary,... if she neglects the children,42370,17,MDV
321,Maldives,M,Education,Higher,... if she refuses to have sex with him,42370,2.5,MDV
321,Maldives,M,Education,No education,... if she refuses to have sex with him,42370,1.7,MDV
321,Maldives,M,Education,Primary,... if she refuses to have sex with him,42370,5.1,MDV
321,Maldives,M,Education,Secondary,... if she refuses to have sex with him,42370,5.6,MDV
391,Maldives,M,Employment,Employed for cash,... for at least one specific reason,42370,16.8,MDV
391,Maldives,M,Employment,Employed for kind,... for at least one specific reason,42370,15.3,MDV
391,Maldives,M,Employment,Unemployed,... for at least one specific reason,42370,24.7,MDV
111,Maldives,M,Employment,Employed for cash,... if she argues with him,42370,,MDV
111,Maldives,M,Employment,Employed for kind,... if she argues with him,42370,,MDV
111,Maldives,M,Employment,Unemployed,... if she argues with him,42370,,MDV
41,Maldives,M,Employment,Employed for cash,... if she burns the food,42370,,MDV
41,Maldives,M,Employment,Employed for kind,... if she burns the food,42370,,MDV
41,Maldives,M,Employment,Unemployed,... if she burns the food,42370,,MDV
181,Maldives,M,Employment,Employed for cash,... if she goes out without telling him,42370,2.3,MDV
181,Maldives,M,Employment,Employed for kind,... if she goes out without telling him,42370,3.6,MDV
181,Maldives,M,Employment,Unemployed,... if she goes out without telling him,42370,4.6,MDV
251,Maldives,M,Employment,Employed for cash,... if she neglects the children,42370,13.2,MDV
251,Maldives,M,Employment,Employed for kind,... if she neglects the children,42370,12,MDV
251,Maldives,M,Employment,Unemployed,... if she neglects the children,42370,20.2,MDV
321,Maldives,M,Employment,Employed for cash,... if she refuses to have sex with him,42370,4.3,MDV
321,Maldives,M,Employment,Employed for kind,... if she refuses to have sex with him,42370,7,MDV
321,Maldives,M,Employment,Unemployed,... if she refuses to have sex with him,42370,7.4,MDV
391,Maldives,M,Marital status,Married or living together,... for at least one specific reason,42370,13,MDV
391,Maldives,M,Marital status,Never married,... for at least one specific reason,42370,24.7,MDV
391,Maldives,M,Marital status,Widowed, divorced, separated,... for at least one specific reason,42370,20.7,MDV
111,Maldives,M,Marital status,Married or living together,... if she argues with him,42370,,MDV
111,Maldives,M,Marital status,Never married,... if she argues with him,42370,,MDV
111,Maldives,M,Marital status,Widowed, divorced, separated,... if she argues with him,42370,,MDV
41,Maldives,M,Marital status,Married or living together,... if she burns the food,42370,,MDV
41,Maldives,M,Marital status,Never married,... if she burns the food,42370,,MDV
41,Maldives,M,Marital status,Widowed, divorced, separated,... if she burns the food,42370,,MDV
181,Maldives,M,Marital status,Married or living together,... if she goes out without telling him,42370,1.7,MDV
181,Maldives,M,Marital status,Never married,... if she goes out without telling him,42370,3.9,MDV
181,Maldives,M,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42370,3.4,MDV
251,Maldives,M,Marital status,Married or living together,... if she neglects the children,42370,10.5,MDV
251,Maldives,M,Marital status,Never married,... if she neglects the children,42370,19.2,MDV
251,Maldives,M,Marital status,Widowed, divorced, separated,... if she neglects the children,42370,17.5,MDV
321,Maldives,M,Marital status,Married or living together,... if she refuses to have sex with him,42370,3.3,MDV
321,Maldives,M,Marital status,Never married,... if she refuses to have sex with him,42370,6.8,MDV
321,Maldives,M,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,42370,5.8,MDV
391,Maldives,M,Residence,Rural,... for at least one specific reason,42370,18.5,MDV
391,Maldives,M,Residence,Urban,... for at least one specific reason,42370,16.8,MDV
111,Maldives,M,Residence,Rural,... if she argues with him,42370,,MDV
111,Maldives,M,Residence,Urban,... if she argues with him,42370,,MDV
41,Maldives,M,Residence,Rural,... if she burns the food,42370,,MDV
41,Maldives,M,Residence,Urban,... if she burns the food,42370,,MDV
181,Maldives,M,Residence,Rural,... if she goes out without telling him,42370,2.9,MDV
181,Maldives,M,Residence,Urban,... if she goes out without telling him,42370,1.9,MDV
251,Maldives,M,Residence,Rural,... if she neglects the children,42370,14.8,MDV
251,Maldives,M,Residence,Urban,... if she neglects the children,42370,12.6,MDV
321,Maldives,M,Residence,Rural,... if she refuses to have sex with him,42370,5.1,MDV
321,Maldives,M,Residence,Urban,... if she refuses to have sex with him,42370,4,MDV
392,Mali,F,Age,15-24,... for at least one specific reason,43101,76.5,MLI
392,Mali,F,Age,25-34,... for at least one specific reason,43101,81.4,MLI
392,Mali,F,Age,35-49,... for at least one specific reason,43101,81,MLI
112,Mali,F,Age,15-24,... if she argues with him,43101,65.5,MLI
112,Mali,F,Age,25-34,... if she argues with him,43101,70.8,MLI
112,Mali,F,Age,35-49,... if she argues with him,43101,69.8,MLI
42,Mali,F,Age,15-24,... if she burns the food,43101,22.2,MLI
42,Mali,F,Age,25-34,... if she burns the food,43101,22.9,MLI
42,Mali,F,Age,35-49,... if she burns the food,43101,22.8,MLI
182,Mali,F,Age,15-24,... if she goes out without telling him,43101,51.4,MLI
182,Mali,F,Age,25-34,... if she goes out without telling him,43101,55.3,MLI
182,Mali,F,Age,35-49,... if she goes out without telling him,43101,55.2,MLI
252,Mali,F,Age,15-24,... if she neglects the children,43101,50.3,MLI
252,Mali,F,Age,25-34,... if she neglects the children,43101,53.1,MLI
252,Mali,F,Age,35-49,... if she neglects the children,43101,52,MLI
322,Mali,F,Age,15-24,... if she refuses to have sex with him,43101,59.4,MLI
322,Mali,F,Age,25-34,... if she refuses to have sex with him,43101,64.5,MLI
322,Mali,F,Age,35-49,... if she refuses to have sex with him,43101,65.5,MLI
392,Mali,F,Education,Higher,... for at least one specific reason,43101,55.6,MLI
392,Mali,F,Education,No education,... for at least one specific reason,43101,82,MLI
392,Mali,F,Education,Primary,... for at least one specific reason,43101,80.5,MLI
392,Mali,F,Education,Secondary,... for at least one specific reason,43101,72.5,MLI
112,Mali,F,Education,Higher,... if she argues with him,43101,44,MLI
112,Mali,F,Education,No education,... if she argues with him,43101,71,MLI
112,Mali,F,Education,Primary,... if she argues with him,43101,69.5,MLI
112,Mali,F,Education,Secondary,... if she argues with him,43101,61.8,MLI
42,Mali,F,Education,Higher,... if she burns the food,43101,3.9,MLI
42,Mali,F,Education,No education,... if she burns the food,43101,24.7,MLI
42,Mali,F,Education,Primary,... if she burns the food,43101,25.3,MLI
42,Mali,F,Education,Secondary,... if she burns the food,43101,15.8,MLI
182,Mali,F,Education,Higher,... if she goes out without telling him,43101,28.6,MLI
